Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
22/1/2016,22,January,2016,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2854,3756,6610
2/2/2016,2,February,2016,73,Seniors (64+),F,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,26,21,55,870,546,1416
3/6/2016,3,June,2016,57,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,HL Road Tire,29,12,33,590,348,938
27/4/2013,27,April,2013,24,Youth (<25),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
28/8/2013,28,August,2013,49,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,4,8,12
18/7/2013,18,July,2013,48,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,14,7,9,0,98,98
1/3/2014,1,March,2014,24,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,130,81,211
2/6/2014,2,June,2014,37,Adults (35-64),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",2,26,70,85,52,137
1/4/2015,1,April,2015,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1505,2532,4037
28/10/2013,28,October,2013,31,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Red, 60",1,487,783,132,487,619
5/12/2013,5,December,2013,39,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,639,390,1029
22/6/2014,22,June,2014,37,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,490,299,789
24/1/2014,24,January,2014,30,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
6/3/2012,6,March,2012,41,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,750,3110,3860
2/5/2014,2,May,2014,19,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
31/1/2016,31,January,2016,21,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,1,8,22,14,8,22
13/6/2014,13,June,2014,66,Seniors (64+),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
25/3/2016,25,March,2016,39,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
16/2/2014,16,February,2014,24,Youth (<25),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,448,1555,2003
10/11/2015,10,November,2015,50,Adults (35-64),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,3,8,22,27,24,51
3/11/2015,3,November,2015,26,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,15,26,41
7/12/2013,7,December,2013,49,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",8,38,50,44,304,348
25/6/2014,25,June,2014,20,Youth (<25),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",8,38,50,88,304,392
14/11/2015,14,November,2015,39,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
1/2/2016,1,February,2016,40,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,117,78,195
10/6/2016,10,June,2016,51,Adults (35-64),M,France,Nord,Accessories,Cleaners,Bike Wash - Dissolver,3,3,8,12,9,21
5/5/2012,5,May,2012,36,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498
17/10/2013,17,October,2013,35,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,18,12,30
16/1/2014,16,January,2014,52,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,12,8,22,165,96,261
24/3/2014,24,March,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,9,13,35,195,117,312
7/3/2016,7,March,2016,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,35,24,59
3/4/2016,3,April,2016,27,Young Adults (25-34),F,Germany,Saarland,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742,147,461,608
3/12/2015,3,December,2015,35,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,18,12,30
2/8/2015,2,August,2015,52,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",10,9,24,148,90,238
28/2/2014,28,February,2014,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Caps,AWC Logo Cap,30,7,9,25,210,235
12/3/2014,12,March,2014,41,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,544,1266,1810
24/6/2016,24,June,2016,39,Adults (35-64),F,France,Loiret,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,69,56,125
3/12/2012,3,December,2012,24,Youth (<25),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1434,3110,4544
13/1/2014,13,January,2014,46,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,14,8,22,193,112,305
16/9/2013,16,September,2013,39,Adults (35-64),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",7,26,70,244,182,426
14/9/2013,14,September,2013,31,Young Adults (25-34),F,Australia,South Australia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",5,38,50,15,190,205
19/2/2015,19,February,2015,24,Youth (<25),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,2015,2532,4547
3/7/2013,3,July,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
13/2/2012,13,February,2012,23,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1727,3110,4837
23/2/2013,23,February,2013,30,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",1,487,783,124,487,611
28/1/2016,28,January,2016,24,Youth (<25),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,33,34,67
17/1/2016,17,January,2016,40,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,942,2171,3113
22/8/2015,22,August,2015,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,17,6,23
8/12/2013,8,December,2013,55,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
28/1/2014,28,January,2014,35,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69
9/2/2016,9,February,2016,39,Adults (35-64),M,Germany,Bayern,Bikes,Road Bikes,"Road-650 Red, 48",3,487,783,865,1461,2326
12/6/2016,12,June,2016,24,Youth (<25),F,Germany,Nordrhein-Westfalen,Clothing,Caps,AWC Logo Cap,23,7,9,19,161,180
28/1/2013,28,January,2013,31,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1,1912,3400,944,1912,2856
23/3/2014,23,March,2014,41,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,854,1482,2336
14/1/2013,14,January,2013,35,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
13/5/2014,13,May,2014,41,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,279,208,487
22/6/2014,22,June,2014,70,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Mountain Tire,21,9,25,268,189,457
15/9/2013,15,September,2013,24,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4
19/10/2013,19,October,2013,28,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
31/1/2014,31,January,2014,62,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,205,156,361
20/9/2013,20,September,2013,39,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506
11/11/2013,11,November,2013,17,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,124,78,202
20/3/2014,20,March,2014,32,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,29,26,55
4/5/2016,4,May,2016,28,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
15/5/2011,15,May,2011,44,Adults (35-64),M,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,595,1555,2150
13/12/2015,13,December,2015,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,28,12,40
8/9/2015,8,September,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,20,27,47
6/1/2016,6,January,2016,38,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,32,13,35,469,416,885
22/2/2016,22,February,2016,28,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13
4/12/2013,4,December,2013,32,Young Adults (25-34),F,United States,California,Clothing,Socks,"Racing Socks, M",18,3,9,105,54,159
17/10/2015,17,October,2015,19,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,109,72,181
25/10/2013,25,October,2013,45,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
21/4/2016,21,April,2016,39,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,72,65,137
15/5/2016,15,May,2016,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791
28/3/2015,28,March,2015,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
17/5/2014,17,May,2014,27,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1132,765,1897
30/6/2016,30,June,2016,24,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,17,9,26
12/11/2013,12,November,2013,59,Adults (35-64),F,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,56,42,98
13/5/2011,13,May,2011,35,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,184,308,492
27/4/2016,27,April,2016,30,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
10/1/2014,10,January,2014,29,Young Adults (25-34),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,21,18,39
2/10/2013,2,October,2013,22,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,397,1083,1480
3/10/2013,3,October,2013,48,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,264,966,1230
27/5/2016,27,May,2016,35,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
23/7/2014,23,July,2014,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,62,42,104
6/5/2016,6,May,2016,44,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
15/6/2016,15,June,2016,39,Adults (35-64),F,France,Nord,Bikes,Road Bikes,"Road-650 Red, 58",1,487,783,194,487,681
2/7/2015,2,July,2015,45,Adults (35-64),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
29/11/2013,29,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,262,154,416
14/12/2013,14,December,2013,56,Adults (35-64),F,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,67,59,126
15/6/2016,15,June,2016,48,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24
31/1/2016,31,January,2016,35,Adults (35-64),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,18,7,9,15,126,141
16/7/2013,16,July,2013,63,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274
4/5/2014,4,May,2014,23,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,HL Mountain Tire,23,13,35,401,299,700
6/1/2016,6,January,2016,40,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,16,16,32
3/10/2013,3,October,2013,23,Youth (<25),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,567,1266,1833
22/11/2013,22,November,2013,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,21,21,42
12/3/2014,12,March,2014,49,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,83,63,146
6/4/2016,6,April,2016,23,Youth (<25),F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,4,8,22,37,32,69
7/5/2014,7,May,2014,28,Young Adults (25-34),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",11,38,50,127,418,545
3/6/2014,3,June,2014,38,Adults (35-64),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",4,9,24,56,36,92
28/8/2013,28,August,2013,43,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,1241,1898,3139
28/10/2015,28,October,2015,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
8/5/2016,8,May,2016,50,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54
27/6/2014,27,June,2014,47,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,12,7,9,1,84,85
7/4/2016,7,April,2016,25,Young Adults (25-34),F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
24/6/2016,24,June,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
19/4/2014,19,April,2014,41,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,126,462,588
1/6/2015,1,June,2015,41,Adults (35-64),M,France,Moselle,Bikes,Road Bikes,"Road-650 Black, 62",3,487,783,606,1461,2067
4/11/2015,4,November,2015,49,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,152,91,243
17/3/2016,17,March,2016,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25
11/10/2013,11,October,2013,53,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,41,26,67
1/10/2013,1,October,2013,24,Youth (<25),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,24,7,9,20,168,188
15/4/2014,15,April,2014,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8,71,54,125
27/4/2014,27,April,2014,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,41,21,62
29/8/2015,29,August,2015,46,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",22,42,54,15,924,939
26/9/2015,26,September,2015,19,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,31,22,53
4/9/2015,4,September,2015,46,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,52,44,96
17/4/2016,17,April,2016,,,M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, S",13,9,24,183,117,300
20/6/2014,20,June,2014,50,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,173,104,277
11/9/2011,11,September,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",3,1555,2443,1711,4665,6376
9/1/2014,9,January,2014,44,Adults (35-64),M,France,Yveline,Clothing,Caps,AWC Logo Cap,27,7,9,-4,189,185
26/12/2015,26,December,2015,60,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,243,221,464
19/9/2015,19,September,2015,47,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,436,755,1191
7/6/2016,7,June,2016,23,Youth (<25),M,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,57,54,111
28/11/2015,28,November,2015,49,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,32,15,47
25/4/2014,25,April,2014,41,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
10/5/2016,10,May,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
24/8/2013,24,August,2013,43,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147
17/1/2016,17,January,2016,32,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24
8/3/2016,8,March,2016,42,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59
22/8/2015,22,August,2015,61,Adults (35-64),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,39,26,65
27/10/2015,27,October,2015,22,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
15/2/2016,15,February,2016,17,Youth (<25),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",12,9,24,177,108,285
2/6/2013,2,June,2013,30,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 48",1,295,540,234,295,529
31/1/2014,31,January,2014,36,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,107,60,167
31/12/2013,31,December,2013,53,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,44,38,82
8/5/2015,8,May,2015,41,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345
4/2/2016,4,February,2016,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,107,81,188
14/4/2016,14,April,2016,34,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,20,21,41
10/1/2016,10,January,2016,49,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",9,38,50,90,342,432
28/2/2014,28,February,2014,42,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,185,344,529
2/2/2016,2,February,2016,18,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,50,17,67
5/1/2014,5,January,2014,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,21,7,9,34,147,181
15/10/2013,15,October,2013,49,Adults (35-64),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, M",23,9,24,273,207,480
18/4/2014,18,April,2014,28,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12
26/5/2014,26,May,2014,21,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,144,91,235
22/3/2016,22,March,2016,20,Youth (<25),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,5,7,9,3,35,38
10/10/2013,10,October,2013,26,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,6,4,10
